depthInfo,district,val,year
Indre By-Middle Income,Indre By,16264.0,2009.0
Indre By-High Income,Indre By,18443.0,2009.0
Nørrebro-Low Income,Nørrebro,20098.0,2009.0
Nørrebro-Middle Income,Nørrebro,20124.0,2009.0
Nørrebro-High Income,Nørrebro,22201.0,2009.0
Valby-Low Income,Valby,10702.0,2009.0
Valby-Middle Income,Valby,9584.0,2009.0
Valby-High Income,Valby,13690.0,2009.0
Vanløse-Low Income,Vanløse,8136.0,2009.0
Vanløse-Middle Income,Vanløse,7905.0,2009.0
Vanløse-High Income,Vanløse,9749.0,2009.0
Vesterbro~kongens Enghave-Low Income,Vesterbro~kongens Enghave,15789.0,2009.0
Vesterbro~kongens Enghave-Middle Income,Vesterbro~kongens Enghave,13755.0,2009.0
Vesterbro~kongens Enghave-High Income,Vesterbro~kongens Enghave,15335.0,2009.0
Østerbro-Low Income,Østerbro,17594.0,2009.0
Østerbro-Middle Income,Østerbro,19444.0,2009.0
Østerbro-High Income,Østerbro,23318.0,2009.0
Amager Vest-Low Income,Amager Vest,15318.0,2010.0
Amager Vest-Middle Income,Amager Vest,13744.0,2010.0
Amager Vest-High Income,Amager Vest,17555.0,2010.0
Amager Øst-Low Income,Amager Øst,12635.0,2010.0
Amager Øst-Middle Income,Amager Øst,11830.0,2010.0
Amager Øst-High Income,Amager Øst,16069.0,2010.0
Bispebjerg-Low Income,Bispebjerg,11876.0,2010.0
Bispebjerg-Middle Income,Bispebjerg,10721.0,2010.0
Bispebjerg-High Income,Bispebjerg,11782.0,2010.0
Brønshøj~Husum-Low Income,Brønshøj~Husum,12249.0,2010.0
Brønshøj~Husum-Middle Income,Brønshøj~Husum,9117.0,2010.0
Brønshøj~Husum-High Income,Brønshøj~Husum,9686.0,2010.0
Indre By-Low Income,Indre By,20315.0,2010.0
Indre By-Middle Income,Indre By,15896.0,2010.0
Indre By-High Income,Indre By,19116.0,2010.0
Nørrebro-Low Income,Nørrebro,20534.0,2010.0
Nørrebro-Middle Income,Nørrebro,19900.0,2010.0
Nørrebro-High Income,Nørrebro,22903.0,2010.0
Valby-Low Income,Valby,10934.0,2010.0
Valby-Middle Income,Valby,9422.0,2010.0
Valby-High Income,Valby,14240.0,2010.0
Vanløse-Low Income,Vanløse,8592.0,2010.0
Vanløse-Middle Income,Vanløse,7655.0,2010.0
Vanløse-High Income,Vanløse,10079.0,2010.0
Vesterbro~kongens Enghave-Low Income,Vesterbro~kongens Enghave,16117.0,2010.0
Vesterbro~kongens Enghave-Middle Income,Vesterbro~kongens Enghave,13746.0,2010.0
Vesterbro~kongens Enghave-High Income,Vesterbro~kongens Enghave,15934.0,2010.0
Østerbro-Low Income,Østerbro,17906.0,2010.0
Østerbro-Middle Income,Østerbro,19280.0,2010.0
Østerbro-High Income,Østerbro,24363.0,2010.0
Amager Vest-Low Income,Amager Vest,15534.0,2011.0
Amager Vest-Middle Income,Amager Vest,14277.0,2011.0
Amager Vest-High Income,Amager Vest,17896.0,2011.0
Amager Øst-Low Income,Amager Øst,12816.0,2011.0
Amager Øst-Middle Income,Amager Øst,12170.0,2011.0
Amager Øst-High Income,Amager Øst,16040.0,2011.0
Bispebjerg-Low Income,Bispebjerg,12193.0,2011.0
Bispebjerg-Middle Income,Bispebjerg,10974.0,2011.0
Bispebjerg-High Income,Bispebjerg,11851.0,2011.0
Brønshøj~Husum-Low Income,Brønshøj~Husum,12318.0,2011.0
Brønshøj~Husum-Middle Income,Brønshøj~Husum,9371.0,2011.0
Brønshøj~Husum-High Income,Brønshøj~Husum,9876.0,2011.0
Indre By-Low Income,Indre By,20686.0,2011.0
Indre By-Middle Income,Indre By,16647.0,2011.0
Indre By-High Income,Indre By,19244.0,2011.0
Nørrebro-Low Income,Nørrebro,21084.0,2011.0
Nørrebro-Middle Income,Nørrebro,20458.0,2011.0
Nørrebro-High Income,Nørrebro,22823.0,2011.0
Valby-Low Income,Valby,11029.0,2011.0
Valby-Middle Income,Valby,9765.0,2011.0
Valby-High Income,Valby,14382.0,2011.0
Vanløse-Low Income,Vanløse,8908.0,2011.0
Vanløse-Middle Income,Vanløse,7993.0,2011.0
Vanløse-High Income,Vanløse,10036.0,2011.0
Vesterbro~kongens Enghave-Low Income,Vesterbro~kongens Enghave,16640.0,2011.0
Vesterbro~kongens Enghave-Middle Income,Vesterbro~kongens Enghave,14196.0,2011.0
Vesterbro~kongens Enghave-High Income,Vesterbro~kongens Enghave,16055.0,2011.0
Østerbro-Low Income,Østerbro,18582.0,2011.0
Østerbro-Middle Income,Østerbro,19718.0,2011.0
Østerbro-High Income,Østerbro,24458.0,2011.0
Amager Vest-Low Income,Amager Vest,15936.0,2012.0
Amager Vest-Middle Income,Amager Vest,14786.0,2012.0
Amager Vest-High Income,Amager Vest,18448.0,2012.0
Amager Øst-Low Income,Amager Øst,13138.0,2012.0
Amager Øst-Middle Income,Amager Øst,12399.0,2012.0
Amager Øst-High Income,Amager Øst,16261.0,2012.0
Bispebjerg-Low Income,Bispebjerg,12180.0,2012.0
Bispebjerg-Middle Income,Bispebjerg,10923.0,2012.0
Bispebjerg-High Income,Bispebjerg,11751.0,2012.0
Brønshøj~Husum-Low Income,Brønshøj~Husum,12283.0,2012.0
Brønshøj~Husum-Middle Income,Brønshøj~Husum,9421.0,2012.0
Brønshøj~Husum-High Income,Brønshøj~Husum,9973.0,2012.0
Indre By-Low Income,Indre By,20138.0,2012.0
Indre By-Middle Income,Indre By,16407.0,2012.0
Indre By-High Income,Indre By,19092.0,2012.0
Nørrebro-Low Income,Nørrebro,21228.0,2012.0
Nørrebro-Middle Income,Nørrebro,20645.0,2012.0
Nørrebro-High Income,Nørrebro,22958.0,2012.0
Valby-Low Income,Valby,11460.0,2012.0
Valby-Middle Income,Valby,9979.0,2012.0
Valby-High Income,Valby,14925.0,2012.0
Vanløse-Low Income,Vanløse,8975.0,2012.0
Vanløse-Middle Income,Vanløse,8196.0,2012.0
Vanløse-High Income,Vanløse,10162.0,2012.0
Vesterbro~kongens Enghave-Low Income,Vesterbro~kongens Enghave,16660.0,2012.0
Vesterbro~kongens Enghave-Middle Income,Vesterbro~kongens Enghave,14259.0,2012.0
Vesterbro~kongens Enghave-High Income,Vesterbro~kongens Enghave,16322.0,2012.0
Østerbro-Low Income,Østerbro,18736.0,2012.0
Østerbro-Middle Income,Østerbro,19902.0,2012.0
Østerbro-High Income,Østerbro,25107.0,2012.0
Amager Vest-Low Income,Amager Vest,16559.0,2013.0
Amager Vest-Middle Income,Amager Vest,14851.0,2013.0
Amager Vest-High Income,Amager Vest,18835.0,2013.0
Amager Øst-Low Income,Amager Øst,13360.0,2013.0
Amager Øst-Middle Income,Amager Øst,12459.0,2013.0
Amager Øst-High Income,Amager Øst,16797.0,2013.0
Bispebjerg-Low Income,Bispebjerg,12863.0,2013.0
Bispebjerg-Middle Income,Bispebjerg,11182.0,2013.0
Bispebjerg-High Income,Bispebjerg,12133.0,2013.0
Brønshøj~Husum-Low Income,Brønshøj~Husum,12582.0,2013.0
Brønshøj~Husum-Middle Income,Brønshøj~Husum,9611.0,2013.0
Brønshøj~Husum-High Income,Brønshøj~Husum,10324.0,2013.0
Indre By-Low Income,Indre By,21347.0,2013.0
Indre By-Middle Income,Indre By,16857.0,2013.0
Indre By-High Income,Indre By,20431.0,2013.0
Nørrebro-Low Income,Nørrebro,22229.0,2013.0
Nørrebro-Middle Income,Nørrebro,20990.0,2013.0
Nørrebro-High Income,Nørrebro,23627.0,2013.0
Valby-Low Income,Valby,11516.0,2013.0
Valby-Middle Income,Valby,10031.0,2013.0
Valby-High Income,Valby,15383.0,2013.0
Vanløse-Low Income,Vanløse,9327.0,2013.0
Vanløse-Middle Income,Vanløse,8103.0,2013.0
Vanløse-High Income,Vanløse,10377.0,2013.0
Vesterbro~kongens Enghave-Low Income,Vesterbro~kongens Enghave,16892.0,2013.0
Vesterbro~kongens Enghave-Middle Income,Vesterbro~kongens Enghave,14250.0,2013.0
Vesterbro~kongens Enghave-High Income,Vesterbro~kongens Enghave,16915.0,2013.0
Østerbro-Low Income,Østerbro,19346.0,2013.0
Østerbro-Middle Income,Østerbro,20202.0,2013.0
Østerbro-High Income,Østerbro,25399.0,2013.0
Amager Vest-Low Income,Amager Vest,0.0,2014.0
Amager Vest-Middle Income,Amager Vest,0.0,2014.0
Amager Vest-High Income,Amager Vest,0.0,2014.0
Amager Øst-Low Income,Amager Øst,0.0,2014.0
Amager Øst-Middle Income,Amager Øst,0.0,2014.0
Amager Øst-High Income,Amager Øst,0.0,2014.0
Bispebjerg-Low Income,Bispebjerg,0.0,2014.0
Bispebjerg-Middle Income,Bispebjerg,0.0,2014.0
Bispebjerg-High Income,Bispebjerg,0.0,2014.0
Brønshøj~Husum-Low Income,Brønshøj~Husum,0.0,2014.0
Brønshøj~Husum-Middle Income,Brønshøj~Husum,0.0,2014.0
Brønshøj~Husum-High Income,Brønshøj~Husum,0.0,2014.0
Indre By-Low Income,Indre By,0.0,2014.0
Indre By-Middle Income,Indre By,0.0,2014.0
Indre By-High Income,Indre By,0.0,2014.0
Nørrebro-Low Income,Nørrebro,0.0,2014.0
Nørrebro-Middle Income,Nørrebro,0.0,2014.0
Nørrebro-High Income,Nørrebro,0.0,2014.0
Valby-Low Income,Valby,0.0,2014.0
Valby-Middle Income,Valby,0.0,2014.0
Valby-High Income,Valby,0.0,2014.0
Vanløse-Low Income,Vanløse,0.0,2014.0
Vanløse-Middle Income,Vanløse,0.0,2014.0
Vanløse-High Income,Vanløse,0.0,2014.0
Vesterbro~kongens Enghave-Low Income,Vesterbro~kongens Enghave,0.0,2014.0
Vesterbro~kongens Enghave-Middle Income,Vesterbro~kongens Enghave,0.0,2014.0
Vesterbro~kongens Enghave-High Income,Vesterbro~kongens Enghave,0.0,2014.0
Østerbro-Low Income,Østerbro,0.0,2014.0
Østerbro-Middle Income,Østerbro,0.0,2014.0
Østerbro-High Income,Østerbro,0.0,2014.0
